	MachineNumber	machine_type_basename	FakeCountry	SiteId	SiteNumber	SiteName1	sq_hr	price_euro	type	size	overutilization	swap_up_with	swap_down_with	usageMedian	usageQ3	usageQ1	assetUti	utilization	relocated	contract	cost_negot	other_available	other_in_proximity	bigger_fit_doors	storage_closet	skills_in_team	recommendation	upgrade_to	downgrade_to	reasons	quant_underutilized	quant_overutilized
11	301343728	swingo 455	Belgium	51990	2235701	de Kleurdoos	669.9	3284.4	Walkbehind	Small	60	swingo 855 Power	swingo 350	66.0	68.39999999999999	23.400000000000002	0.22972972973	under	1	1	1	1	0	1	1	1				['other_in_proximity']	1642.2	
12	301348034	swingo 455	Belgium	51993	1953674	ISS p/a AAK Benelux	669.9	3284.4	Walkbehind	Small	60	swingo 855 Power	swingo 350	15.600000000000001	20.400000000000002	10.200000000000001	0.258278145695	under	0	0	0	1	1	1	1	1				['contract', 'cost_negot']	1642.2	
13	301353025	swingo 455	Netherlands	52649	1963752	Gelre Ziekenhuis	669.9	3284.4	Walkbehind	Small	60	swingo 855 Power	swingo 350	21.0	24.0	15.600000000000001	0.139130434783	under	0	0	0	0	1	1	1	1				['contract', 'cost_negot', 'other_available']	1642.2	
14	301358358	swingo 455	Belgium	52631	1219852	V.R.T. (ISS)	669.9	3284.4	Walkbehind	Small	60	swingo 855 Power	swingo 350	77.69999999999999	85.19999999999999	60.900000000000006	0.729559748428	over	0	1	1	1	0	1	1	0				['other_in_proximity', 'skills_in_team']		
15	301357356	swingo 455	Belgium	52636	1858922	RUG Ardoyen Labo Magnel (ISS)	669.9	3284.4	Walkbehind	Small	60	swingo 855 Power	swingo 350	28.2	33.6	24.599999999999998	0.154320987654	under	0	0	0	1	1	1	1	1				['contract', 'cost_negot']	1642.2	
16	301357985	swingo 455	Belgium	52606	10000	Cargill R&D (ISS)	669.9	3284.4	Walkbehind	Small	60	swingo 855 Power	swingo 350	73.2	79.80000000000001	68.85	0.691823899371	over	0	1	1	1	1	1	0	1				['storage_closet']		
17	19598	swingo 455	Finland	52207	27	Neste Oyj/ Laboratorirakennus	669.9	3284.4	Walkbehind	Small	60	swingo 855 Power	swingo 350	19.2	20.400000000000002	14.100000000000001	0.525316455696		0	1	1	1	0	1	0	1				['other_in_proximity', 'storage_closet']		
18	20792	swingo 455	Finland	54335	118	Neste, Kilpilahti	669.9	3284.4	Walkbehind	Small	60	swingo 855 Power	swingo 350	10.799999999999999	14.7	5.3999999999999995	0.0470588235294	under	1	1	1	1	0	1	1	0				['other_in_proximity', 'skills_in_team']	1642.2	
19	301389145	swingo 455	Belgium	54057	2287675	Novaveg (ISS)	669.9	3284.4	Walkbehind	Small	60	swingo 855 Power	swingo 350	68.39999999999999	71.39999999999999	48.3	0.540322580645	over	0	1	1	0	1	1	1	1				['other_available']		
20	10563	swingo 455	Norway	54355	10563	Coop Extra Skogn	669.9	3284.4	Walkbehind	Small	60	swingo 855 Power	swingo 350	16.200000000000003	24.599999999999998	9.0	0.567307692308		0	1	1	1	0	1	1	1				['other_in_proximity']		
21	301358360	swingo 455	Belgium	52628	2252212	Ter Beke (ISS)	669.9	3284.4	Walkbehind	Small	60	swingo 855 Power	swingo 350	21.599999999999998	24.0	19.8	0.0932203389831	under	1	1	1	1	1	1	1	1	downgrade		swingo 350		1642.2	
22	301358361	swingo 455	Belgium	52980	1219451	Kunsthal Sint-Pietersabdij (ISS)	669.9	3284.4	Walkbehind	Small	60	swingo 855 Power	swingo 350	124.80000000000001	136.2	91.8	0.136363636364	under	1	1	1	1	1	1	1	0				['skills_in_team']	1642.2	
23	301357357	swingo 455	Belgium	52613	1908281	Estée Lauder (ISS)	669.9	3284.4	Walkbehind	Small	60	swingo 855 Power	swingo 350	25.8	30.450000000000003	19.8	0.673469387755		0	1	1	1	0	1	1	1				['other_in_proximity']		
