	MachineNumber	machine_type_basename	FakeCountry	SiteId	SiteNumber	SiteName1	sq_hr	price_euro	type	size	overutilization	swap_up_with	swap_down_with	usageMedian	usageQ3	usageQ1	assetUti	utilization	relocated	contract	cost_negot	other_available	other_in_proximity	bigger_fit_doors	storage_closet	skills_in_team	recommendation	upgrade_to	downgrade_to	reasons	quant_underutilized	quant_overutilized
114	10557	swingo 455	Norway	54356	10557	Coop Vinne	669.9	3284.4	Walkbehind	Small	60	swingo 855 Power	swingo 350	79.2	122.99999999999999	10.200000000000001	0.613861386139	over	0	1	1	0	1	1	1	1				['other_available']		
115	301389780	swingo 455	Netherlands	54267	2284979	Politie Cellencomplex Koudehorn	669.9	3284.4	Walkbehind	Small	60	swingo 855 Power	swingo 350	17.400000000000002	23.249999999999996	14.399999999999999	0.12037037037	under	0	1	1	0	0	1	1	0				['other_available', 'other_in_proximity', 'skills_in_team']	1642.2	
116	301395193	swingo 455	Netherlands	58366	2207663	PWC Den Haag	669.9	3284.4	Walkbehind	Small	60	swingo 855 Power	swingo 350	29.4	33.0	26.85	0.169491525424	under	1	0	0	1	0	1	1	1				['contract', 'cost_negot', 'other_in_proximity']	1642.2	
117	301395364	swingo 455	Netherlands	58353	2082177	Nedmag	669.9	3284.4	Walkbehind	Small	60	swingo 855 Power	swingo 350	12.0	15.0	10.2	0.406779661017		0	1	1	1	0	1	1	0				['other_in_proximity', 'skills_in_team']		
118	301399925	swingo 455	Belgium	58377	1219442	Capsugel (ISS)	669.9	3284.4	Walkbehind	Small	60	swingo 855 Power	swingo 350	12.0	14.399999999999999	10.200000000000001	0.0869565217391	under	0	1	1	0	1	1	1	1				['other_available']	1642.2	
119	301398267	swingo 455	Netherlands	54240	1921466	DBC Het Areven	669.9	3284.4	Walkbehind	Small	60	swingo 855 Power	swingo 350	7.199999999999999	9.45	6.0	0.155555555556	under	0	0	0	1	0	1	1	1				['contract', 'cost_negot', 'other_in_proximity']	1642.2	
120	301395854	swingo 455	Belgium	54440	1219469	Immeuble Le Grand (ISS)	669.9	3284.4	Walkbehind	Small	60	swingo 855 Power	swingo 350	72.89999999999999	91.95	62.25000000000001	0.685393258427	over	0	1	1	1	1	1	1	1	upgrade	swingo 855 Power				
121	301395363	swingo 455	Netherlands	58357	1279091	WBC Strijp	669.9	3284.4	Walkbehind	Small	60	swingo 855 Power	swingo 350	67.8	71.39999999999999	61.2	0.116279069767	under	1	1	1	1	1	1	1	1	downgrade		swingo 350		1642.2	
122	10605	swingo 455	Norway	58318	10605	Hønefoss Arena	669.9	3284.4	Walkbehind	Small	60	swingo 855 Power	swingo 350	12.0	15.0	10.200000000000001	0.25	under	1	1	1	0	0	1	1	1				['other_available', 'other_in_proximity']	1642.2	
123	10604	swingo 455	Norway	57624	10604	Monter Gol	669.9	3284.4	Walkbehind	Small	60	swingo 855 Power	swingo 350	21.599999999999998	23.400000000000002	19.8	0.2	under	1	1	1	1	1	1	1	1	downgrade		swingo 350		1642.2	
124	301395354	swingo 455	Netherlands	58350	2089422	Chevron	669.9	3284.4	Walkbehind	Small	60	swingo 855 Power	swingo 350	14.399999999999999	16.8	13.65	0.24	under	1	0	1	0	1	1	1	1				['contract', 'other_available']	1642.2	
125	301407888	swingo 455	Belgium	53042	1921645	Cimenteries CBR (ISS)	669.9	3284.4	Walkbehind	Small	60	swingo 855 Power	swingo 350	29.7	75.9	22.2	0.285714285714	under	1	0	0	1	1	1	1	1				['contract', 'cost_negot']	1642.2	
126	301398284	swingo 455	Belgium	53338	2273271	Total TPA (ISS)	669.9	3284.4	Walkbehind	Small	60	swingo 855 Power	swingo 350	11.4	12.3	9.9	0.115942028986	under	1	1	1	1	1	1	1	1	downgrade		swingo 350		1642.2	
127	301410211	swingo 455	Belgium	58584	2308197	Oil tanking (ISS)	669.9	3284.4	Walkbehind	Small	60	swingo 855 Power	swingo 350	16.200000000000003	17.849999999999998	10.950000000000001			0	0	0	0	0	1	1	0				['contract', 'cost_negot', 'other_available', 'other_in_proximity', 'skills_in_team']		
128	301400983	swingo 455	Belgium	58374	2299369	Université de Liège (ISS)	669.9	3284.4	Walkbehind	Small	60	swingo 855 Power	swingo 350	8.4	9.3	6.6	0.566037735849		0	1	1	0	1	1	1	1				['other_available']		
129	301410224	swingo 455	Belgium	58580	2108705	Mobistar (ISS)	669.9	3284.4	Walkbehind	Small	60	swingo 855 Power	swingo 350	15.600000000000001	19.2	10.35			0	0	0	1	1	1	1	1				['contract', 'cost_negot']		
130	301407887	swingo 455	Belgium	58498	1646416	AZ Sint-Franciscus (ISS)	669.9	3284.4	Walkbehind	Small	60	swingo 855 Power	swingo 350	18.0	22.2	14.399999999999999	1.0		0	0	0	0	0	1	1	1				['contract', 'cost_negot', 'other_available', 'other_in_proximity']		
131	10533	swingo 455	Norway	54222	10532	Høgskolen Porsgrunn	669.9	3284.4	Walkbehind	Small	60	swingo 855 Power	swingo 350	24.0	26.4	20.25	0.093023255814	under	1	1	1	1	0	1	1	1				['other_in_proximity']	1642.2	
132	301400979	swingo 455	Belgium	58376	2298411	Punch Powertrain NV (ISS)	669.9	3284.4	Walkbehind	Small	60	swingo 855 Power	swingo 350	60.6	66.60000000000001	27.9	0.438596491228	over	0	0	0	0	0	1	1	1				['contract', 'cost_negot', 'other_available', 'other_in_proximity']		
133	301409123	swingo 455	Belgium	58576	2006672	AGB Vauban (ISS)	669.9	3284.4	Walkbehind	Small	60	swingo 855 Power	swingo 350	18.6	21.299999999999997	16.200000000000003	1.0		0	0	0	1	1	0	1	1				['contract', 'cost_negot', 'bigger_fit_doors']		
134	301409113	swingo 455	Belgium	58524	2080163	Sint-Janscollege (ISS)	669.9	3284.4	Walkbehind	Small	60	swingo 855 Power	swingo 350	26.4	28.799999999999997	24.150000000000002	0.6		0	1	1	0	0	1	1	1				['other_available', 'other_in_proximity']		
135	301408112	swingo 455	Belgium	58496	1965722	C-Mec Kortrijk (ISS)	669.9	3284.4	Walkbehind	Small	60	swingo 855 Power	swingo 350	18.6	25.8	15.0	1.0		0	0	0	1	1	1	1	0				['contract', 'cost_negot', 'skills_in_team']		
136	301400980	swingo 455	Belgium	58376	2298411	Punch Powertrain NV (ISS)	669.9	3284.4	Walkbehind	Small	60	swingo 855 Power	swingo 350	34.199999999999996	72.89999999999999	19.8			0	0	0	0	1	0	1	1				['contract', 'cost_negot', 'other_available', 'bigger_fit_doors']		
137	301407889	swingo 455	Belgium	58495	1714302	Galeria Inno (ISS)	669.9	3284.4	Walkbehind	Small	60	swingo 855 Power	swingo 350	26.7	31.95	22.8	0.411764705882		0	0	1	1	0	1	1	0				['contract', 'other_in_proximity', 'skills_in_team']		
138	301409120	swingo 455	Belgium	58578	1744674	Wienerberger (ISS)	669.9	3284.4	Walkbehind	Small	60	swingo 855 Power	swingo 350	18.0	19.950000000000003	16.8			0	0	0	1	1	1	1	1				['contract', 'cost_negot']		
139	17497	swingo 455	Deutschland	51350	A008	Studierendenwerk Am Flughafen	669.9	3284.4	Walkbehind	Small	60	swingo 855 Power	swingo 350	18.0	22.2	14.399999999999999	0.0909090909091	under	1	1	1	1	1	1	1	1	downgrade		swingo 350		1642.2	
140	23581	swingo 455	Deutschland	51351	A009	Vital Klinik	669.9	3284.4	Walkbehind	Small	60	swingo 855 Power	swingo 350	21.0	33.6	3.9000000000000004	1.0		0	1	1	1	0	1	1	0				['other_in_proximity', 'skills_in_team']		
141	23577	swingo 455	Deutschland	58473	A016	Cinemaxx	669.9	3284.4	Walkbehind	Small	60	swingo 855 Power	swingo 350	65.4	74.4	49.800000000000004	0.125	under	1	1	1	0	1	1	1	1				['other_available']	1642.2	
142	36136	swingo 1255	USA	48301	1	Automotives & Industries	982.8	6438.08	Walkbehind	Medium	90	swingo 1650	swingo 955	18.0	21.599999999999998	12.0	0.48427672956		0	1	1	0	0	1	1	1				['other_available', 'other_in_proximity']		
143	36122	swingo 1255	Schweiz	52200	4052	UBS Freizügigkeitsstiftung	982.8	6438.08	Walkbehind	Medium	90	swingo 1650	swingo 955	17.1	83.7	5.1000000000000005	0.683544303797		0	1	1	1	1	1	1	1						
144	29036	swingo 1255	Schweiz	51267	KA44	BMW Schweiz	982.8	6438.08	Walkbehind	Medium	90	swingo 1650	swingo 955	168.0	188.1	133.5	0.393333333333	over	0	1	1	1	0	0	1	1				['other_in_proximity', 'bigger_fit_doors']		14265.7831325
145	35728	swingo 1255	Schweiz	51265	KA46	Basler Zeitung BAZ	982.8	6438.08	Walkbehind	Medium	90	swingo 1650	swingo 955	15.3	17.4	13.65	0.0694444444444	under	0	1	1	0	1	0	1	1				['other_available', 'bigger_fit_doors']	3219.04	
146	35411	swingo 1255	Schweiz	51274	KA37	Hilti AG-Schaan	982.8	6438.08	Walkbehind	Medium	90	swingo 1650	swingo 955	16.8	19.8	14.399999999999999	0.660377358491		0	0	0	1	0	0	1	1				['contract', 'cost_negot', 'other_in_proximity', 'bigger_fit_doors']		
147	113	swingo 1255	Poland	51881	9257	ISS Philip Morris Krakow	982.8	6438.08	Walkbehind	Medium	90	swingo 1650	swingo 955	21.9	27.450000000000003	19.950000000000003	0.944444444444		0	1	0	1	1	1	1	1				['cost_negot']		
148	7516830000000	swingo 1255	Spain	51877	2178221	ISS-FERRER BUIXALLEU (FSMI)	982.8	6438.08	Walkbehind	Medium	90	swingo 1650	swingo 955	33.0	64.05	28.2	0.888888888889		0	1	1	1	0	1	1	1				['other_in_proximity']		
149	42744	swingo 1255	Australia	52798	1001	South Bank	982.8	6438.08	Walkbehind	Medium	90	swingo 1650	swingo 955	78.60000000000001	82.8	73.8	0.194244604317	under	1	1	1	1	1	1	1	0				['skills_in_team']	3219.04	
150	10238	swingo 1255	Norway	51900	10238	Coop Mega Sjølyst	982.8	6438.08	Walkbehind	Medium	90	swingo 1650	swingo 955	32.7	60.6	30.6	0.814814814815		0	1	1	1	1	1	1	1						
151	42740	swingo 1255	Australia	53313	1010	Barkley Square Shopping Centre	982.8	6438.08	Walkbehind	Medium	90	swingo 1650	swingo 955	19.2	20.400000000000002	18.0	0.789808917197		0	1	1	1	0	1	1	1				['other_in_proximity']		
152	42745	swingo 1255	Australia	52797	1000	Australian National University	982.8	6438.08	Walkbehind	Medium	90	swingo 1650	swingo 955	16.8	17.1	13.8	0.689873417722		0	1	1	0	1	1	1	1				['other_available']		
153	42741	swingo 1255	Australia	53315	1007	The Canberra Hospital	982.8	6438.08	Walkbehind	Medium	90	swingo 1650	swingo 955	68.39999999999999	73.2	34.199999999999996	0.679012345679		0	1	1	1	1	1	1	1						
154	45678	swingo 1255	Finland	51833	16	Fazer Leipomot	982.8	6438.08	Walkbehind	Medium	90	swingo 1650	swingo 955	41.7	74.10000000000001	21.0	0.284810126582	under	0	1	1	1	0	1	0	1				['other_in_proximity', 'storage_closet']	3219.04	
155	35104	swingo 1255	Schweiz	52706	9542_1	ISS Pool (Münchwilen)	982.8	6438.08	Walkbehind	Medium	90	swingo 1650	swingo 955	34.199999999999996	73.8	25.2	0.583333333333		0	1	1	1	1	1	1	1						
156	10268	swingo 1255	Norway	52348	10268	Coop Extrabygg Molde	982.8	6438.08	Walkbehind	Medium	90	swingo 1650	swingo 955	75.3	83.25	69.14999999999999	0.401234567901		0	1	1	0	1	1	0	1				['other_available', 'storage_closet']		
157	47483	swingo 1255	Austria	53110	1159950007	Universität für Musik u. darst. Kunst Wien 3	982.8	6438.08	Walkbehind	Medium	90	swingo 1650	swingo 955	16.8	22.2	12.6	0.134228187919	under	0	1	1	1	1	1	1	0				['skills_in_team']	3219.04	
158	10293	swingo 1255	Norway	52397	10293	Dampsaga Bad og Kulturhus	982.8	6438.08	Walkbehind	Medium	90	swingo 1650	swingo 955	85.19999999999999	93.89999999999999	73.2	0.543209876543		0	1	1	1	1	1	1	1						
159	10306	swingo 1255	Norway	52870	10306	Siemens Rubbestadneset	982.8	6438.08	Walkbehind	Medium	90	swingo 1650	swingo 955	93.60000000000001	195.29999999999998	34.5	0.161290322581	under	1	1	1	0	0	1	0	1				['other_available', 'other_in_proximity', 'storage_closet']	3219.04	
160	10493	swingo 1255	Norway	54027	10493	Seabrokers	982.8	6438.08	Walkbehind	Medium	90	swingo 1650	swingo 955	202.79999999999998	267.75	138.0	0.666666666667	over	0	1	1	1	0	1	1	1				['other_in_proximity']		18499.7831325
161	10307	swingo 1255	Norway	52888	10307	Praxair	982.8	6438.08	Walkbehind	Medium	90	swingo 1650	swingo 955	312.0	379.8	257.4	0.566878980892	over	0	1	1	1	0	0	0	1				['other_in_proximity', 'bigger_fit_doors', 'storage_closet']		31785.7831325
162	45910	swingo 1255	Austria	52670	1051670011	Voestalpine	982.8	6438.08	Walkbehind	Medium	90	swingo 1650	swingo 955	333.0	390.59999999999997	268.2	0.320754716981	over	0	0	0	1	1	1	1	1				['contract', 'cost_negot']		34340.7831325
163	10491	swingo 1255	Norway	53945	10491	XL Bygg Sørra Byggsenter	982.8	6438.08	Walkbehind	Medium	90	swingo 1650	swingo 955	87.6	133.5	63.0	0.428571428571		0	1	1	0	1	1	1	1				['other_available']		
164	46145	swingo 1255	Austria	52672	1011430004	Steiermärkische Krankenanstalt	982.8	6438.08	Walkbehind	Medium	90	swingo 1650	swingo 955	185.39999999999998	271.2	44.4	0.142857142857	under	0	1	1	1	1	1	1	1	downgrade		swingo 955		3219.04	
165	45906	swingo 1255	Finland	52214	31	Hallintokonttori,ruokala	982.8	6438.08	Walkbehind	Medium	90	swingo 1650	swingo 955	16.8	30.0	7.800000000000001	0.66049382716		0	1	1	1	1	1	1	1						
166	10298	swingo 1255	Norway	52876	10298	Maxbo Fredrikstad avd. Ørebekk	982.8	6438.08	Walkbehind	Medium	90	swingo 1650	swingo 955	126.0	153.6	73.8	0.259493670886	under	1	1	1	1	0	1	1	1				['other_in_proximity']	3219.04	
167	45909	swingo 1255	Finland	52211	30	Korjaamorakennus	982.8	6438.08	Walkbehind	Medium	90	swingo 1650	swingo 955	63.0	64.80000000000001	34.199999999999996	0.62893081761		0	1	1	1	0	1	1	0				['other_in_proximity', 'skills_in_team']		
168	47484	swingo 1255	Austria	53111	1159950006	Universität für Musik u. darst. Kunst Wien 4	982.8	6438.08	Walkbehind	Medium	90	swingo 1650	swingo 955	31.8	72.6	9.6	0.105590062112	under	1	1	1	1	1	1	1	1	downgrade		swingo 955		3219.04	
169	10273	swingo 1255	Norway	53185	10273A	Coop Prix Vågland	982.8	6438.08	Walkbehind	Medium	90	swingo 1650	swingo 955	88.5	124.94999999999997	72.30000000000001	0.701863354037		0	1	1	1	1	1	1	1						
170	10511	swingo 1255	Norway	54064	10511	Coop Mega Raufoss	982.8	6438.08	Walkbehind	Medium	90	swingo 1650	swingo 955	248.39999999999998	257.55	175.05	0.801526717557	over	0	1	1	1	0	1	1	1				['other_in_proximity']		24047.7831325
171	10540	swingo 1255	Norway	54212	10540	Thon Hotel Oslo Airport	982.8	6438.08	Walkbehind	Medium	90	swingo 1650	swingo 955	14.399999999999999	62.400000000000006	4.2	1.0		0	1	1	1	1	0	1	1				['bigger_fit_doors']		
172	10344	swingo 1255	Norway	53098	10344	Albert E Olsen	982.8	6438.08	Walkbehind	Medium	90	swingo 1650	swingo 955	126.9	130.2	123.60000000000001	0.267515923567	under	1	1	1	0	1	1	1	1				['other_available']	3219.04	
173	10510	swingo 1255	Norway	54074	10510	Widerøe Grand Handeling	982.8	6438.08	Walkbehind	Medium	90	swingo 1650	swingo 955	27.6	33.6	21.599999999999998	0.340909090909		0	1	1	1	0	1	1	1				['other_in_proximity']		
174	10492	swingo 1255	Norway	54075	10492	Haugesund Toppidrettshøyskole	982.8	6438.08	Walkbehind	Medium	90	swingo 1650	swingo 955	22.2	26.25	20.400000000000002	0.580152671756		0	1	1	0	1	1	1	0				['other_available', 'skills_in_team']		
175	8314	swingo 1255	Czech Republic	53276	2	Nestlé ?esko s.r.o., závod ZORA	982.8	6438.08	Walkbehind	Medium	90	swingo 1650	swingo 955	67.2	74.7	61.2	0.746913580247		0	1	1	0	1	1	1	1				['other_available']		
176	48143	swingo 1255	Finland	58327	136	Itä-Suomen Yliopisto	982.8	6438.08	Walkbehind	Medium	90	swingo 1650	swingo 955	18.6	28.799999999999997	13.8	0.22641509434	under	1	0	0	0	1	1	1	1				['contract', 'cost_negot', 'other_available']	3219.04	
177	10383	swingo 1255	Norway	53320	10383	Lillehammer Stasjon	982.8	6438.08	Walkbehind	Medium	90	swingo 1650	swingo 955	34.199999999999996	64.80000000000001	30.450000000000003	0.739130434783		0	1	1	1	1	1	1	1						
178	8316	swingo 1255	Czech Republic	53278	4	Husqvarna Manufacturing CZ	982.8	6438.08	Walkbehind	Medium	90	swingo 1650	swingo 955	3.5999999999999996	5.250000000000001	1.5	0.574074074074		0	1	1	0	1	1	1	1				['other_available']		
179	6465	swingo 1255	Czech Republic	53276	2	Nestlé ?esko s.r.o., závod ZORA	982.8	6438.08	Walkbehind	Medium	90	swingo 1650	swingo 955	72.0	87.45	29.099999999999998	0.739130434783		0	1	1	1	0	1	1	1				['other_in_proximity']		
180	10362	swingo 1255	Norway	53271	10362	Rema 1000 Lena	982.8	6438.08	Walkbehind	Medium	90	swingo 1650	swingo 955	65.4	70.19999999999999	38.4	0.808641975309		0	1	1	1	0	1	1	1				['other_in_proximity']		
181	1958	swingo 1255	Czech Republic	58406	18	Letiste Praha	982.8	6438.08	Walkbehind	Medium	90	swingo 1650	swingo 955	12.6	145.2	1.7999999999999998	0.342105263158		0	0	0	1	1	1	1	1				['contract', 'cost_negot']		
182	46141	swingo 1255	Finland	52868	50	S-market Pello	982.8	6438.08	Walkbehind	Medium	90	swingo 1650	swingo 955	122.99999999999999	139.8	90.0	0.584905660377	over	0	1	1	1	0	1	1	1				['other_in_proximity']		8790.78313253
183	49006	swingo 1255	Finland	53197	79	Museovirasto	982.8	6438.08	Walkbehind	Medium	90	swingo 1650	swingo 955	182.4	199.64999999999998	132.89999999999998	0.269230769231	under	0	1	1	1	1	1	1	1	downgrade		swingo 955		3219.04	
184	47841	swingo 1255	Austria	52687	1067370001	Sanatorium Maimonides-Zentrum Ges.m.b.H.	982.8	6438.08	Walkbehind	Medium	90	swingo 1650	swingo 955	147.0	186.0	136.79999999999998	0.950617283951	over	0	0	0	1	1	1	1	0				['contract', 'cost_negot', 'skills_in_team']		11710.7831325
185	46461	swingo 1255	USA	52738	CON000447_001	Filozofska fakulteta Ljubljana	982.8	6438.08	Walkbehind	Medium	90	swingo 1650	swingo 955	28.2	48.0	22.8	0.409937888199		0	1	1	1	1	1	1	1						
186	47481	swingo 1255	Austria	53109	1159950001	Universität für Musik u. darst. Kunst Wien 2	982.8	6438.08	Walkbehind	Medium	90	swingo 1650	swingo 955	22.2	26.7	21.9	0.238993710692	under	0	1	1	1	1	1	0	1				['storage_closet']	3219.04	
187	47485	swingo 1255	Austria	53109	1159950001	Universität für Musik u. darst. Kunst Wien 2	982.8	6438.08	Walkbehind	Medium	90	swingo 1650	swingo 955	17.7	23.1	13.950000000000001	0.605442176871		0	1	1	1	0	1	1	1				['other_in_proximity']		
188	46559	swingo 1255	Austria	52674	1157200001	Heidi Chocolat AG	982.8	6438.08	Walkbehind	Medium	90	swingo 1650	swingo 955	12.0	15.0	3.5999999999999996	0.679245283019		0	1	1	0	0	1	1	1				['other_available', 'other_in_proximity']		
189	46714	swingo 1255	Austria	52677	1159950004	Universität für Musik und darstellende Kunst	982.8	6438.08	Walkbehind	Medium	90	swingo 1650	swingo 955	241.2	292.2	135.6	0.423841059603	over	0	1	1	1	1	1	1	1	upgrade	swingo 1650				23171.7831325
190	9013	swingo 1255	Czech Republic	54049	15	Ideal Standard	982.8	6438.08	Walkbehind	Medium	90	swingo 1650	swingo 955	73.2	86.69999999999999	32.099999999999994	0.9		0	1	1	0	1	1	1	1				['other_available']		
191	47830	swingo 1255	Austria	52685	1001350001	LKW Walter	982.8	6438.08	Walkbehind	Medium	90	swingo 1650	swingo 955	60.6	67.64999999999999	28.799999999999997	0.617283950617		0	1	1	1	0	1	1	1				['other_in_proximity']		
192	10299	swingo 1255	Norway	52602	10299	Kiwi Sandnessjøen	982.8	6438.08	Walkbehind	Medium	90	swingo 1650	swingo 955	9.9	10.799999999999999	9.0	0.814814814815		0	1	1	1	1	0	1	1				['bigger_fit_doors']		
193	10369	swingo 1255	Norway	53308	10369	Ahlsell Bodø	982.8	6438.08	Walkbehind	Medium	90	swingo 1650	swingo 955	125.69999999999999	152.85	74.7	0.15923566879	under	1	1	1	0	0	1	1	1				['other_available', 'other_in_proximity']	3219.04	
194	9058	swingo 1255	Czech Republic	53276	2	Nestlé ?esko s.r.o., závod ZORA	982.8	6438.08	Walkbehind	Medium	90	swingo 1650	swingo 955	70.8	76.8	65.4	0.68345323741		0	1	1	1	1	1	0	1				['storage_closet']		
195	9241	swingo 1255	Czech Republic	53278	4	Husqvarna Manufacturing CZ	982.8	6438.08	Walkbehind	Medium	90	swingo 1650	swingo 955	192.89999999999998	256.95000000000005	90.75	0.576642335766	over	0	1	1	1	0	0	1	1				['other_in_proximity', 'bigger_fit_doors']		17295.2831325
196	8623	swingo 1255	Czech Republic	53280	6	ŠKODA AUTO a.s.	982.8	6438.08	Walkbehind	Medium	90	swingo 1650	swingo 955	82.8	125.70000000000002	65.4	0.0413223140496	under	1	0	0	1	1	1	1	1				['contract', 'cost_negot']	3219.04	
197	9056	swingo 1255	Czech Republic	53276	2	Nestlé ?esko s.r.o., závod ZORA	982.8	6438.08	Walkbehind	Medium	90	swingo 1650	swingo 955	20.400000000000002	30.6	15.0	0.410071942446		0	1	1	0	1	1	1	1				['other_available']		
198	9239	swingo 1255	Czech Republic	53280	6	ŠKODA AUTO a.s.	982.8	6438.08	Walkbehind	Medium	90	swingo 1650	swingo 955	107.69999999999999	145.35000000000002	77.85000000000001	0.921428571429	over	0	0	0	0	0	1	1	1				['contract', 'cost_negot', 'other_available', 'other_in_proximity']		6929.28313253
199	9057	swingo 1255	Czech Republic	54040	8	Nemak Czech Republic	982.8	6438.08	Walkbehind	Medium	90	swingo 1650	swingo 955	82.8	247.20000000000002	30.6	0.604651162791		0	0	0	1	0	1	1	1				['contract', 'cost_negot', 'other_in_proximity']		
200	10358	swingo 1255	Norway	53179	10358	Coop Mega Stjørdal	982.8	6438.08	Walkbehind	Medium	90	swingo 1650	swingo 955	270.0	272.4	152.4	0.814814814815	over	0	1	1	1	1	1	1	1	upgrade	swingo 1650				26675.7831325
201	10345	swingo 1255	Norway	53181	10345	Coop Mega Hafjell	982.8	6438.08	Walkbehind	Medium	90	swingo 1650	swingo 955	20.1	24.599999999999998	17.849999999999998	0.981595092025		0	1	1	1	0	1	1	1				['other_in_proximity']		
202	10309	swingo 1255	Norway	52965	10309	Norsk Oljemuseum	982.8	6438.08	Walkbehind	Medium	90	swingo 1650	swingo 955	24.0	25.8	21.599999999999998	0.962962962963		0	1	1	0	1	1	1	1				['other_available']		
203	10367	swingo 1255	Norway	53270	10367	Coop Extra Bryggen	982.8	6438.08	Walkbehind	Medium	90	swingo 1650	swingo 955	71.39999999999999	82.2	47.699999999999996	0.759036144578		0	1	1	1	1	1	1	1						
204	47825	swingo 1255	Austria	52683	1029310013	Thermalquelle Loipersdorf GmbH & Co KG	982.8	6438.08	Walkbehind	Medium	90	swingo 1650	swingo 955	5.3999999999999995	21.299999999999997	1.65	0.944785276074		0	1	1	0	1	1	0	1				['other_available', 'storage_closet']		
205	9053	swingo 1255	Czech Republic	53279	5	Robert Bosch, spol. s.r.o.	982.8	6438.08	Walkbehind	Medium	90	swingo 1650	swingo 955	60.6	72.89999999999999	29.4	1.0		0	0	0	0	0	1	1	1				['contract', 'cost_negot', 'other_available', 'other_in_proximity']		
206	1961	swingo 1255	Czech Republic	58406	18	Letiste Praha	982.8	6438.08	Walkbehind	Medium	90	swingo 1650	swingo 955	162.3	192.45	126.89999999999999	0.814814814815	over	0	0	0	1	0	1	1	0				['contract', 'cost_negot', 'other_in_proximity', 'skills_in_team']		13572.2831325
207	49464	swingo 1255	Austria	53427	1162980003	Donau-Universität Krems	982.8	6438.08	Walkbehind	Medium	90	swingo 1650	swingo 955	69.6	145.35	17.849999999999998	0.715189873418		0	1	1	1	1	1	1	1						
208	10372	swingo 1255	Norway	53309	10372	Coop Mega Alexander Kj.plass	982.8	6438.08	Walkbehind	Medium	90	swingo 1650	swingo 955	11.4	12.600000000000001	10.2	0.802469135802		0	1	1	1	1	0	1	1				['bigger_fit_doors']		
209	49610	swingo 1255	Finland	53407	97	A-Liha Jyväskylä Oy	982.8	6438.08	Walkbehind	Medium	90	swingo 1650	swingo 955	81.60000000000001	131.4	33.6	0.20253164557	under	0	1	1	1	1	0	0	0				['bigger_fit_doors', 'storage_closet', 'skills_in_team']	3219.04	
210	48117	swingo 1255	Finland	53396	86	S-Market Kaakkuri	982.8	6438.08	Walkbehind	Medium	90	swingo 1650	swingo 955	2.4	2.4	1.7999999999999998	0.716049382716		0	1	1	1	1	1	1	1						
211	49465	swingo 1255	Austria	53427	1162980003	Donau-Universität Krems	982.8	6438.08	Walkbehind	Medium	90	swingo 1650	swingo 955	33.0	61.49999999999999	28.2	0.616883116883		0	1	1	1	1	1	1	1						
212	50603	swingo 1255	Finland	53943	107	Kaupunginteatteri	982.8	6438.08	Walkbehind	Medium	90	swingo 1650	swingo 955	60.3	75.45	45.15	0.618421052632		0	0	0	1	1	1	0	1				['contract', 'cost_negot', 'storage_closet']		
213	10423	swingo 1255	Norway	53895	10423 A	Coop Mega Torgkvartalet	982.8	6438.08	Walkbehind	Medium	90	swingo 1650	swingo 955	66.60000000000001	94.80000000000001	25.8	0.271523178808	under	1	1	1	1	1	1	1	1	downgrade		swingo 955		3219.04	
214	10461	swingo 1255	Norway	52397	10293	Dampsaga Bad og Kulturhus	982.8	6438.08	Walkbehind	Medium	90	swingo 1650	swingo 955	70.8	93.60000000000001	34.5	0.814814814815		0	1	1	0	1	1	1	1				['other_available']		
215	49963	swingo 1255	Austria	52413	D001	Objekt nicht registriert	982.8	6438.08	Walkbehind	Medium	90	swingo 1650	swingo 955	33.9	68.7	21.0	0.697368421053		0	1	1	1	1	1	1	1						
216	49960	swingo 1255	Austria	52413	D001	Objekt nicht registriert	982.8	6438.08	Walkbehind	Medium	90	swingo 1650	swingo 955	3.5999999999999996	16.200000000000003	2.4	0.722222222222		0	1	1	0	0	1	1	1				['other_available', 'other_in_proximity']		
217	49466	swingo 1255	Austria	53427	1162980003	Donau-Universität Krems	982.8	6438.08	Walkbehind	Medium	90	swingo 1650	swingo 955	62.400000000000006	66.60000000000001	34.8	0.31847133758		0	1	1	0	1	1	1	0				['other_available', 'skills_in_team']		
218	49363	swingo 1255	Austria	53426	1122030002	Wie Daham	982.8	6438.08	Walkbehind	Medium	90	swingo 1650	swingo 955	23.700000000000003	25.800000000000004	22.050000000000004	0.697530864198		0	1	1	1	1	1	0	1				['storage_closet']		
219	10368	swingo 1255	Norway	53307	10368	Coop Extra Workintunet	982.8	6438.08	Walkbehind	Medium	90	swingo 1650	swingo 955	19.2	25.349999999999998	14.7	0.765432098765		0	1	1	0	0	1	0	1				['other_available', 'other_in_proximity', 'storage_closet']		
220	49609	swingo 1255	Finland	53613	104	Seiponrannan palvelutalo	982.8	6438.08	Walkbehind	Medium	90	swingo 1650	swingo 955	35.4	62.400000000000006	34.199999999999996	0.0723684210526	under	0	1	1	1	1	1	1	1	downgrade		swingo 955		3219.04	
221	10429	swingo 1255	Norway	53421	10429	Kiwi Fagereng	982.8	6438.08	Walkbehind	Medium	90	swingo 1650	swingo 955	18.6	24.3	12.3	0.802469135802		0	1	1	0	0	0	1	1				['other_available', 'other_in_proximity', 'bigger_fit_doors']		
