BoxId,BoxSerial,BoxDesignation,MachineId,MachineNumber,MachineDesignation,MachineDesignation2,MachineTypId,MachineTypDesignation,MachineFamilyId,MachineFamilydesignation,ManufacturerId,ManufacturerNumber,ManufacturerName1,ManufacturerName2,ManufacturerStreet,ManufacturerPostalCode,ManufacturerCity,Date,IndustrialHours,Hours,CustomerId,CustomerNumber,CustomerName1,CustomerName2,CustomerStreet,CustomerPostalCode,CustomerCity,SiteId,SiteNumber,SiteName1,SiteName2,SiteStreet,SitePostalcode,SiteCity,Latitude,Longitude,GeoFenceRadius,ClientId,ClientName1,ClientName2,ClientStreet,ClientPostalcode,ClientCity,FakeCountry
1751,3X35661419000700,Interserve MTR2.5 322,1999,40422,40422,NULL,2235,TASKI swingo 1255,217,TASKI swingo,141,1,TASKI,NULL,Weston Favell Centre,NULL,Northampton,6/5/17,1.07,1.04,1023,X001,Barts Health NHS Trust,,West Smithfield,EC1A 7BE  ,London,51827,X001,Newham Hospital,,Glen Road,E13 8SL   ,London,51.52274894,0.035805154,200,591,ISS UK,,Albert Drive,GU21 5RW  ,Woking,UK
1751,3X35661419000700,Interserve MTR2.5 322,1999,40422,40422,NULL,2235,TASKI swingo 1255,217,TASKI swingo,141,1,TASKI,NULL,Weston Favell Centre,NULL,Northampton,8/5/17,2.87,2.52,1023,X001,Barts Health NHS Trust,,West Smithfield,EC1A 7BE  ,London,51827,X001,Newham Hospital,,Glen Road,E13 8SL   ,London,51.52274894,0.035805154,200,591,ISS UK,,Albert Drive,GU21 5RW  ,Woking,UK
1751,3X35661419000700,Interserve MTR2.5 322,1999,40422,40422,NULL,2235,TASKI swingo 1255,217,TASKI swingo,141,1,TASKI,NULL,Weston Favell Centre,NULL,Northampton,5/16/2017,0.25,0.15,1023,X001,Barts Health NHS Trust,,West Smithfield,EC1A 7BE  ,London,51827,X001,Newham Hospital,,Glen Road,E13 8SL   ,London,51.52274894,0.035805154,200,591,ISS UK,,Albert Drive,GU21 5RW  ,Woking,UK
1751,3X35661419000700,Interserve MTR2.5 322,1999,40422,40422,NULL,2235,TASKI swingo 1255,217,TASKI swingo,141,1,TASKI,NULL,Weston Favell Centre,NULL,Northampton,5/18/2017,0.78,0.47,1023,X001,Barts Health NHS Trust,,West Smithfield,EC1A 7BE  ,London,51827,X001,Newham Hospital,,Glen Road,E13 8SL   ,London,51.52274894,0.035805154,200,591,ISS UK,,Albert Drive,GU21 5RW  ,Woking,UK
1751,3X35661419000700,Interserve MTR2.5 322,1999,40422,40422,NULL,2235,TASKI swingo 1255,217,TASKI swingo,141,1,TASKI,NULL,Weston Favell Centre,NULL,Northampton,5/21/2017,1.08,1.05,1023,X001,Barts Health NHS Trust,,West Smithfield,EC1A 7BE  ,London,51827,X001,Newham Hospital,,Glen Road,E13 8SL   ,London,51.52274894,0.035805154,200,591,ISS UK,,Albert Drive,GU21 5RW  ,Woking,UK
1751,3X35661419000700,Interserve MTR2.5 322,1999,40422,40422,NULL,2235,TASKI swingo 1255,217,TASKI swingo,141,1,TASKI,NULL,Weston Favell Centre,NULL,Northampton,5/22/2017,2.63,2.38,1023,X001,Barts Health NHS Trust,,West Smithfield,EC1A 7BE  ,London,51827,X001,Newham Hospital,,Glen Road,E13 8SL   ,London,51.52274894,0.035805154,200,591,ISS UK,,Albert Drive,GU21 5RW  ,Woking,UK
1751,3X35661419000700,Interserve MTR2.5 322,1999,40422,40422,NULL,2235,TASKI swingo 1255,217,TASKI swingo,141,1,TASKI,NULL,Weston Favell Centre,NULL,Northampton,5/23/2017,2.73,2.44,1023,X001,Barts Health NHS Trust,,West Smithfield,EC1A 7BE  ,London,51827,X001,Newham Hospital,,Glen Road,E13 8SL   ,London,51.52274894,0.035805154,200,591,ISS UK,,Albert Drive,GU21 5RW  ,Woking,UK
1751,3X35661419000700,Interserve MTR2.5 322,1999,40422,40422,NULL,2235,TASKI swingo 1255,217,TASKI swingo,141,1,TASKI,NULL,Weston Favell Centre,NULL,Northampton,5/25/2017,1.33,1.2,1023,X001,Barts Health NHS Trust,,West Smithfield,EC1A 7BE  ,London,51827,X001,Newham Hospital,,Glen Road,E13 8SL   ,London,51.52274894,0.035805154,200,591,ISS UK,,Albert Drive,GU21 5RW  ,Woking,UK
1751,3X35661419000700,Interserve MTR2.5 322,1999,40422,40422,NULL,2235,TASKI swingo 1255,217,TASKI swingo,141,1,TASKI,NULL,Weston Favell Centre,NULL,Northampton,5/28/2017,0.28,0.17,1023,X001,Barts Health NHS Trust,,West Smithfield,EC1A 7BE  ,London,51827,X001,Newham Hospital,,Glen Road,E13 8SL   ,London,51.52274894,0.035805154,200,591,ISS UK,,Albert Drive,GU21 5RW  ,Woking,UK
1751,3X35661419000700,Interserve MTR2.5 322,1999,40422,40422,NULL,2235,TASKI swingo 1255,217,TASKI swingo,141,1,TASKI,NULL,Weston Favell Centre,NULL,Northampton,5/30/2017,0.17,0.1,1023,X001,Barts Health NHS Trust,,West Smithfield,EC1A 7BE  ,London,51827,X001,Newham Hospital,,Glen Road,E13 8SL   ,London,51.52274894,0.035805154,200,591,ISS UK,,Albert Drive,GU21 5RW  ,Woking,UK
1751,3X35661419000700,Interserve MTR2.5 322,1999,40422,40422,NULL,2235,TASKI swingo 1255,217,TASKI swingo,141,1,TASKI,NULL,Weston Favell Centre,NULL,Northampton,5/6/17,0.92,0.55,1023,X001,Barts Health NHS Trust,,West Smithfield,EC1A 7BE  ,London,51827,X001,Newham Hospital,,Glen Road,E13 8SL   ,London,51.52274894,0.035805154,200,591,ISS UK,,Albert Drive,GU21 5RW  ,Woking,UK
1751,3X35661419000700,Interserve MTR2.5 322,1999,40422,40422,NULL,2235,TASKI swingo 1255,217,TASKI swingo,141,1,TASKI,NULL,Weston Favell Centre,NULL,Northampton,6/6/17,4.98,4.59,1023,X001,Barts Health NHS Trust,,West Smithfield,EC1A 7BE  ,London,51827,X001,Newham Hospital,,Glen Road,E13 8SL   ,London,51.52274894,0.035805154,200,591,ISS UK,,Albert Drive,GU21 5RW  ,Woking,UK
1751,3X35661419000700,Interserve MTR2.5 322,1999,40422,40422,NULL,2235,TASKI swingo 1255,217,TASKI swingo,141,1,TASKI,NULL,Weston Favell Centre,NULL,Northampton,7/6/17,1.07,1.04,1023,X001,Barts Health NHS Trust,,West Smithfield,EC1A 7BE  ,London,51827,X001,Newham Hospital,,Glen Road,E13 8SL   ,London,51.52274894,0.035805154,200,591,ISS UK,,Albert Drive,GU21 5RW  ,Woking,UK
1751,3X35661419000700,Interserve MTR2.5 322,1999,40422,40422,NULL,2235,TASKI swingo 1255,217,TASKI swingo,141,1,TASKI,NULL,Weston Favell Centre,NULL,Northampton,8/6/17,0.85,0.51,1023,X001,Barts Health NHS Trust,,West Smithfield,EC1A 7BE  ,London,51827,X001,Newham Hospital,,Glen Road,E13 8SL   ,London,51.52274894,0.035805154,200,591,ISS UK,,Albert Drive,GU21 5RW  ,Woking,UK
1751,3X35661419000700,Interserve MTR2.5 322,1999,40422,40422,NULL,2235,TASKI swingo 1255,217,TASKI swingo,141,1,TASKI,NULL,Weston Favell Centre,NULL,Northampton,12/6/17,0.13,0.08,1023,X001,Barts Health NHS Trust,,West Smithfield,EC1A 7BE  ,London,51827,X001,Newham Hospital,,Glen Road,E13 8SL   ,London,51.52274894,0.035805154,200,591,ISS UK,,Albert Drive,GU21 5RW  ,Woking,UK
1799,3X3566050D000500,ISS UK MTR2.5 370,1695,4661,4661,NULL,1849,TASKI swingo 4000,217,TASKI swingo,141,1,TASKI,NULL,Weston Favell Centre,NULL,Northampton,3/1/17,1.05,1.03,1023,X001,Barts Health NHS Trust,,West Smithfield,EC1A 7BE  ,London,52470,X002,Homerton Hospital,,Homerton Row,E9 6SR    ,London,51.55072521,-0.045546678,200,591,ISS UK,,Albert Drive,GU21 5RW  ,Woking,UK
1799,3X3566050D000500,ISS UK MTR2.5 370,1695,4661,4661,NULL,1849,TASKI swingo 4000,217,TASKI swingo,141,1,TASKI,NULL,Weston Favell Centre,NULL,Northampton,4/1/17,2.45,2.27,1023,X001,Barts Health NHS Trust,,West Smithfield,EC1A 7BE  ,London,52470,X002,Homerton Hospital,,Homerton Row,E9 6SR    ,London,51.55072521,-0.045546678,200,591,ISS UK,,Albert Drive,GU21 5RW  ,Woking,UK
1799,3X3566050D000500,ISS UK MTR2.5 370,1695,4661,4661,NULL,1849,TASKI swingo 4000,217,TASKI swingo,141,1,TASKI,NULL,Weston Favell Centre,NULL,Northampton,5/1/17,1.48,1.29,1023,X001,Barts Health NHS Trust,,West Smithfield,EC1A 7BE  ,London,52470,X002,Homerton Hospital,,Homerton Row,E9 6SR    ,London,51.55072521,-0.045546678,200,591,ISS UK,,Albert Drive,GU21 5RW  ,Woking,UK
1799,3X3566050D000500,ISS UK MTR2.5 370,1695,4661,4661,NULL,1849,TASKI swingo 4000,217,TASKI swingo,141,1,TASKI,NULL,Weston Favell Centre,NULL,Northampton,6/1/17,3.23,3.14,1023,X001,Barts Health NHS Trust,,West Smithfield,EC1A 7BE  ,London,52470,X002,Homerton Hospital,,Homerton Row,E9 6SR    ,London,51.55072521,-0.045546678,200,591,ISS UK,,Albert Drive,GU21 5RW  ,Woking,UK
1799,3X3566050D000500,ISS UK MTR2.5 370,1695,4661,4661,NULL,1849,TASKI swingo 4000,217,TASKI swingo,141,1,TASKI,NULL,Weston Favell Centre,NULL,Northampton,7/1/17,3.52,3.31,1023,X001,Barts Health NHS Trust,,West Smithfield,EC1A 7BE  ,London,52470,X002,Homerton Hospital,,Homerton Row,E9 6SR    ,London,51.55072521,-0.045546678,200,591,ISS UK,,Albert Drive,GU21 5RW  ,Woking,UK
1799,3X3566050D000500,ISS UK MTR2.5 370,1695,4661,4661,NULL,1849,TASKI swingo 4000,217,TASKI swingo,141,1,TASKI,NULL,Weston Favell Centre,NULL,Northampton,9/1/17,5.07,5.04,1023,X001,Barts Health NHS Trust,,West Smithfield,EC1A 7BE  ,London,52470,X002,Homerton Hospital,,Homerton Row,E9 6SR    ,London,51.55072521,-0.045546678,200,591,ISS UK,,Albert Drive,GU21 5RW  ,Woking,UK
1799,3X3566050D000500,ISS UK MTR2.5 370,1695,4661,4661,NULL,1849,TASKI swingo 4000,217,TASKI swingo,141,1,TASKI,NULL,Weston Favell Centre,NULL,Northampton,10/1/17,1.77,1.46,1023,X001,Barts Health NHS Trust,,West Smithfield,EC1A 7BE  ,London,52470,X002,Homerton Hospital,,Homerton Row,E9 6SR    ,London,51.55072521,-0.045546678,200,591,ISS UK,,Albert Drive,GU21 5RW  ,Woking,UK
1799,3X3566050D000500,ISS UK MTR2.5 370,1695,4661,4661,NULL,1849,TASKI swingo 4000,217,TASKI swingo,141,1,TASKI,NULL,Weston Favell Centre,NULL,Northampton,11/1/17,4.33,4.2,1023,X001,Barts Health NHS Trust,,West Smithfield,EC1A 7BE  ,London,52470,X002,Homerton Hospital,,Homerton Row,E9 6SR    ,London,51.55072521,-0.045546678,200,591,ISS UK,,Albert Drive,GU21 5RW  ,Woking,UK
1799,3X3566050D000500,ISS UK MTR2.5 370,1695,4661,4661,NULL,1849,TASKI swingo 4000,217,TASKI swingo,141,1,TASKI,NULL,Weston Favell Centre,NULL,Northampton,12/1/17,1.82,1.49,1023,X001,Barts Health NHS Trust,,West Smithfield,EC1A 7BE  ,London,52470,X002,Homerton Hospital,,Homerton Row,E9 6SR    ,London,51.55072521,-0.045546678,200,591,ISS UK,,Albert Drive,GU21 5RW  ,Woking,UK
1799,3X3566050D000500,ISS UK MTR2.5 370,1695,4661,4661,NULL,1849,TASKI swingo 4000,217,TASKI swingo,141,1,TASKI,NULL,Weston Favell Centre,NULL,Northampton,1/13/2017,2.68,2.41,1023,X001,Barts Health NHS Trust,,West Smithfield,EC1A 7BE  ,London,52470,X002,Homerton Hospital,,Homerton Row,E9 6SR    ,London,51.55072521,-0.045546678,200,591,ISS UK,,Albert Drive,GU21 5RW  ,Woking,UK
1799,3X3566050D000500,ISS UK MTR2.5 370,1695,4661,4661,NULL,1849,TASKI swingo 4000,217,TASKI swingo,141,1,TASKI,NULL,Weston Favell Centre,NULL,Northampton,1/14/2017,3.43,3.26,1023,X001,Barts Health NHS Trust,,West Smithfield,EC1A 7BE  ,London,52470,X002,Homerton Hospital,,Homerton Row,E9 6SR    ,London,51.55072521,-0.045546678,200,591,ISS UK,,Albert Drive,GU21 5RW  ,Woking,UK
1799,3X3566050D000500,ISS UK MTR2.5 370,1695,4661,4661,NULL,1849,TASKI swingo 4000,217,TASKI swingo,141,1,TASKI,NULL,Weston Favell Centre,NULL,Northampton,1/15/2017,1.32,1.19,1023,X001,Barts Health NHS Trust,,West Smithfield,EC1A 7BE  ,London,52470,X002,Homerton Hospital,,Homerton Row,E9 6SR    ,London,51.55072521,-0.045546678,200,591,ISS UK,,Albert Drive,GU21 5RW  ,Woking,UK
1799,3X3566050D000500,ISS UK MTR2.5 370,1695,4661,4661,NULL,1849,TASKI swingo 4000,217,TASKI swingo,141,1,TASKI,NULL,Weston Favell Centre,NULL,Northampton,1/16/2017,3.92,3.55,1023,X001,Barts Health NHS Trust,,West Smithfield,EC1A 7BE  ,London,52470,X002,Homerton Hospital,,Homerton Row,E9 6SR    ,London,51.55072521,-0.045546678,200,591,ISS UK,,Albert Drive,GU21 5RW  ,Woking,UK
1799,3X3566050D000500,ISS UK MTR2.5 370,1695,4661,4661,NULL,1849,TASKI swingo 4000,217,TASKI swingo,141,1,TASKI,NULL,Weston Favell Centre,NULL,Northampton,1/17/2017,3.43,3.26,1023,X001,Barts Health NHS Trust,,West Smithfield,EC1A 7BE  ,London,52470,X002,Homerton Hospital,,Homerton Row,E9 6SR    ,London,51.55072521,-0.045546678,200,591,ISS UK,,Albert Drive,GU21 5RW  ,Woking,UK
1799,3X3566050D000500,ISS UK MTR2.5 370,1695,4661,4661,NULL,1849,TASKI swingo 4000,217,TASKI swingo,141,1,TASKI,NULL,Weston Favell Centre,NULL,Northampton,1/18/2017,2.02,2.01,1023,X001,Barts Health NHS Trust,,West Smithfield,EC1A 7BE  ,London,52470,X002,Homerton Hospital,,Homerton Row,E9 6SR    ,London,51.55072521,-0.045546678,200,591,ISS UK,,Albert Drive,GU21 5RW  ,Woking,UK
1799,3X3566050D000500,ISS UK MTR2.5 370,1695,4661,4661,NULL,1849,TASKI swingo 4000,217,TASKI swingo,141,1,TASKI,NULL,Weston Favell Centre,NULL,Northampton,1/19/2017,3.87,3.52,1023,X001,Barts Health NHS Trust,,West Smithfield,EC1A 7BE  ,London,52470,X002,Homerton Hospital,,Homerton Row,E9 6SR    ,London,51.55072521,-0.045546678,200,591,ISS UK,,Albert Drive,GU21 5RW  ,Woking,UK
1799,3X3566050D000500,ISS UK MTR2.5 370,1695,4661,4661,NULL,1849,TASKI swingo 4000,217,TASKI swingo,141,1,TASKI,NULL,Weston Favell Centre,NULL,Northampton,1/20/2017,4.85,4.51,1023,X001,Barts Health NHS Trust,,West Smithfield,EC1A 7BE  ,London,52470,X002,Homerton Hospital,,Homerton Row,E9 6SR    ,London,51.55072521,-0.045546678,200,591,ISS UK,,Albert Drive,GU21 5RW  ,Woking,UK
1799,3X3566050D000500,ISS UK MTR2.5 370,1695,4661,4661,NULL,1849,TASKI swingo 4000,217,TASKI swingo,141,1,TASKI,NULL,Weston Favell Centre,NULL,Northampton,1/21/2017,1.48,1.29,1023,X001,Barts Health NHS Trust,,West Smithfield,EC1A 7BE  ,London,52470,X002,Homerton Hospital,,Homerton Row,E9 6SR    ,London,51.55072521,-0.045546678,200,591,ISS UK,,Albert Drive,GU21 5RW  ,Woking,UK
1799,3X3566050D000500,ISS UK MTR2.5 370,1695,4661,4661,NULL,1849,TASKI swingo 4000,217,TASKI swingo,141,1,TASKI,NULL,Weston Favell Centre,NULL,Northampton,1/22/2017,0.9,0.54,1023,X001,Barts Health NHS Trust,,West Smithfield,EC1A 7BE  ,London,52470,X002,Homerton Hospital,,Homerton Row,E9 6SR    ,London,51.55072521,-0.045546678,200,591,ISS UK,,Albert Drive,GU21 5RW  ,Woking,UK
1799,3X3566050D000500,ISS UK MTR2.5 370,1695,4661,4661,NULL,1849,TASKI swingo 4000,217,TASKI swingo,141,1,TASKI,NULL,Weston Favell Centre,NULL,Northampton,1/23/2017,1.02,1.01,1023,X001,Barts Health NHS Trust,,West Smithfield,EC1A 7BE  ,London,52470,X002,Homerton Hospital,,Homerton Row,E9 6SR    ,London,51.55072521,-0.045546678,200,591,ISS UK,,Albert Drive,GU21 5RW  ,Woking,UK
1799,3X3566050D000500,ISS UK MTR2.5 370,1695,4661,4661,NULL,1849,TASKI swingo 4000,217,TASKI swingo,141,1,TASKI,NULL,Weston Favell Centre,NULL,Northampton,1/24/2017,3.75,3.45,1023,X001,Barts Health NHS Trust,,West Smithfield,EC1A 7BE  ,London,52470,X002,Homerton Hospital,,Homerton Row,E9 6SR    ,London,51.55072521,-0.045546678,200,591,ISS UK,,Albert Drive,GU21 5RW  ,Woking,UK
1799,3X3566050D000500,ISS UK MTR2.5 370,1695,4661,4661,NULL,1849,TASKI swingo 4000,217,TASKI swingo,141,1,TASKI,NULL,Weston Favell Centre,NULL,Northampton,1/25/2017,3.1,3.06,1023,X001,Barts Health NHS Trust,,West Smithfield,EC1A 7BE  ,London,52470,X002,Homerton Hospital,,Homerton Row,E9 6SR    ,London,51.55072521,-0.045546678,200,591,ISS UK,,Albert Drive,GU21 5RW  ,Woking,UK
1799,3X3566050D000500,ISS UK MTR2.5 370,1695,4661,4661,NULL,1849,TASKI swingo 4000,217,TASKI swingo,141,1,TASKI,NULL,Weston Favell Centre,NULL,Northampton,1/26/2017,3.45,3.27,1023,X001,Barts Health NHS Trust,,West Smithfield,EC1A 7BE  ,London,52470,X002,Homerton Hospital,,Homerton Row,E9 6SR    ,London,51.55072521,-0.045546678,200,591,ISS UK,,Albert Drive,GU21 5RW  ,Woking,UK
1799,3X3566050D000500,ISS UK MTR2.5 370,1695,4661,4661,NULL,1849,TASKI swingo 4000,217,TASKI swingo,141,1,TASKI,NULL,Weston Favell Centre,NULL,Northampton,1/27/2017,3.13,3.08,1023,X001,Barts Health NHS Trust,,West Smithfield,EC1A 7BE  ,London,52470,X002,Homerton Hospital,,Homerton Row,E9 6SR    ,London,51.55072521,-0.045546678,200,591,ISS UK,,Albert Drive,GU21 5RW  ,Woking,UK
1799,3X3566050D000500,ISS UK MTR2.5 370,1695,4661,4661,NULL,1849,TASKI swingo 4000,217,TASKI swingo,141,1,TASKI,NULL,Weston Favell Centre,NULL,Northampton,1/28/2017,2.47,2.28,1023,X001,Barts Health NHS Trust,,West Smithfield,EC1A 7BE  ,London,52470,X002,Homerton Hospital,,Homerton Row,E9 6SR    ,London,51.55072521,-0.045546678,200,591,ISS UK,,Albert Drive,GU21 5RW  ,Woking,UK
1799,3X3566050D000500,ISS UK MTR2.5 370,1695,4661,4661,NULL,1849,TASKI swingo 4000,217,TASKI swingo,141,1,TASKI,NULL,Weston Favell Centre,NULL,Northampton,1/30/2017,4.13,4.08,1023,X001,Barts Health NHS Trust,,West Smithfield,EC1A 7BE  ,London,52470,X002,Homerton Hospital,,Homerton Row,E9 6SR    ,London,51.55072521,-0.045546678,200,591,ISS UK,,Albert Drive,GU21 5RW  ,Woking,UK
1799,3X3566050D000500,ISS UK MTR2.5 370,1695,4661,4661,NULL,1849,TASKI swingo 4000,217,TASKI swingo,141,1,TASKI,NULL,Weston Favell Centre,NULL,Northampton,1/31/2017,3.45,3.27,1023,X001,Barts Health NHS Trust,,West Smithfield,EC1A 7BE  ,London,52470,X002,Homerton Hospital,,Homerton Row,E9 6SR    ,London,51.55072521,-0.045546678,200,591,ISS UK,,Albert Drive,GU21 5RW  ,Woking,UK
1799,3X3566050D000500,ISS UK MTR2.5 370,1695,4661,4661,NULL,1849,TASKI swingo 4000,217,TASKI swingo,141,1,TASKI,NULL,Weston Favell Centre,NULL,Northampton,1/2/17,2.33,2.2,1023,X001,Barts Health NHS Trust,,West Smithfield,EC1A 7BE  ,London,52470,X002,Homerton Hospital,,Homerton Row,E9 6SR    ,London,51.55072521,-0.045546678,200,591,ISS UK,,Albert Drive,GU21 5RW  ,Woking,UK
1799,3X3566050D000500,ISS UK MTR2.5 370,1695,4661,4661,NULL,1849,TASKI swingo 4000,217,TASKI swingo,141,1,TASKI,NULL,Weston Favell Centre,NULL,Northampton,2/2/17,3.07,3.04,1023,X001,Barts Health NHS Trust,,West Smithfield,EC1A 7BE  ,London,52470,X002,Homerton Hospital,,Homerton Row,E9 6SR    ,London,51.55072521,-0.045546678,200,591,ISS UK,,Albert Drive,GU21 5RW  ,Woking,UK
1799,3X3566050D000500,ISS UK MTR2.5 370,1695,4661,4661,NULL,1849,TASKI swingo 4000,217,TASKI swingo,141,1,TASKI,NULL,Weston Favell Centre,NULL,Northampton,3/2/17,2.62,2.37,1023,X001,Barts Health NHS Trust,,West Smithfield,EC1A 7BE  ,London,52470,X002,Homerton Hospital,,Homerton Row,E9 6SR    ,London,51.55072521,-0.045546678,200,591,ISS UK,,Albert Drive,GU21 5RW  ,Woking,UK
1799,3X3566050D000500,ISS UK MTR2.5 370,1695,4661,4661,NULL,1849,TASKI swingo 4000,217,TASKI swingo,141,1,TASKI,NULL,Weston Favell Centre,NULL,Northampton,6/2/17,3.45,3.27,1023,X001,Barts Health NHS Trust,,West Smithfield,EC1A 7BE  ,London,52470,X002,Homerton Hospital,,Homerton Row,E9 6SR    ,London,51.55072521,-0.045546678,200,591,ISS UK,,Albert Drive,GU21 5RW  ,Woking,UK
1799,3X3566050D000500,ISS UK MTR2.5 370,1695,4661,4661,NULL,1849,TASKI swingo 4000,217,TASKI swingo,141,1,TASKI,NULL,Weston Favell Centre,NULL,Northampton,7/2/17,2.92,2.55,1023,X001,Barts Health NHS Trust,,West Smithfield,EC1A 7BE  ,London,52470,X002,Homerton Hospital,,Homerton Row,E9 6SR    ,London,51.55072521,-0.045546678,200,591,ISS UK,,Albert Drive,GU21 5RW  ,Woking,UK
1799,3X3566050D000500,ISS UK MTR2.5 370,1695,4661,4661,NULL,1849,TASKI swingo 4000,217,TASKI swingo,141,1,TASKI,NULL,Weston Favell Centre,NULL,Northampton,8/2/17,3.93,3.56,1023,X001,Barts Health NHS Trust,,West Smithfield,EC1A 7BE  ,London,52470,X002,Homerton Hospital,,Homerton Row,E9 6SR    ,London,51.55072521,-0.045546678,200,591,ISS UK,,Albert Drive,GU21 5RW  ,Woking,UK
1799,3X3566050D000500,ISS UK MTR2.5 370,1695,4661,4661,NULL,1849,TASKI swingo 4000,217,TASKI swingo,141,1,TASKI,NULL,Weston Favell Centre,NULL,Northampton,9/2/17,3.85,3.51,1023,X001,Barts Health NHS Trust,,West Smithfield,EC1A 7BE  ,London,52470,X002,Homerton Hospital,,Homerton Row,E9 6SR    ,London,51.55072521,-0.045546678,200,591,ISS UK,,Albert Drive,GU21 5RW  ,Woking,UK
1799,3X3566050D000500,ISS UK MTR2.5 370,1695,4661,4661,NULL,1849,TASKI swingo 4000,217,TASKI swingo,141,1,TASKI,NULL,Weston Favell Centre,NULL,Northampton,10/2/17,2.73,2.44,1023,X001,Barts Health NHS Trust,,West Smithfield,EC1A 7BE  ,London,52470,X002,Homerton Hospital,,Homerton Row,E9 6SR    ,London,51.55072521,-0.045546678,200,591,ISS UK,,Albert Drive,GU21 5RW  ,Woking,UK
1799,3X3566050D000500,ISS UK MTR2.5 370,1695,4661,4661,NULL,1849,TASKI swingo 4000,217,TASKI swingo,141,1,TASKI,NULL,Weston Favell Centre,NULL,Northampton,11/2/17,1.87,1.52,1023,X001,Barts Health NHS Trust,,West Smithfield,EC1A 7BE  ,London,52470,X002,Homerton Hospital,,Homerton Row,E9 6SR    ,London,51.55072521,-0.045546678,200,591,ISS UK,,Albert Drive,GU21 5RW  ,Woking,UK
1799,3X3566050D000500,ISS UK MTR2.5 370,1695,4661,4661,NULL,1849,TASKI swingo 4000,217,TASKI swingo,141,1,TASKI,NULL,Weston Favell Centre,NULL,Northampton,2/13/2017,4.08,4.05,1023,X001,Barts Health NHS Trust,,West Smithfield,EC1A 7BE  ,London,52470,X002,Homerton Hospital,,Homerton Row,E9 6SR    ,London,51.55072521,-0.045546678,200,591,ISS UK,,Albert Drive,GU21 5RW  ,Woking,UK
1799,3X3566050D000500,ISS UK MTR2.5 370,1695,4661,4661,NULL,1849,TASKI swingo 4000,217,TASKI swingo,141,1,TASKI,NULL,Weston Favell Centre,NULL,Northampton,2/14/2017,3.55,3.33,1023,X001,Barts Health NHS Trust,,West Smithfield,EC1A 7BE  ,London,52470,X002,Homerton Hospital,,Homerton Row,E9 6SR    ,London,51.55072521,-0.045546678,200,591,ISS UK,,Albert Drive,GU21 5RW  ,Woking,UK
1799,3X3566050D000500,ISS UK MTR2.5 370,1695,4661,4661,NULL,1849,TASKI swingo 4000,217,TASKI swingo,141,1,TASKI,NULL,Weston Favell Centre,NULL,Northampton,2/15/2017,3.12,3.07,1023,X001,Barts Health NHS Trust,,West Smithfield,EC1A 7BE  ,London,52470,X002,Homerton Hospital,,Homerton Row,E9 6SR    ,London,51.55072521,-0.045546678,200,591,ISS UK,,Albert Drive,GU21 5RW  ,Woking,UK
1799,3X3566050D000500,ISS UK MTR2.5 370,1695,4661,4661,NULL,1849,TASKI swingo 4000,217,TASKI swingo,141,1,TASKI,NULL,Weston Favell Centre,NULL,Northampton,2/16/2017,3.85,3.51,1023,X001,Barts Health NHS Trust,,West Smithfield,EC1A 7BE  ,London,52470,X002,Homerton Hospital,,Homerton Row,E9 6SR    ,London,51.55072521,-0.045546678,200,591,ISS UK,,Albert Drive,GU21 5RW  ,Woking,UK
1799,3X3566050D000500,ISS UK MTR2.5 370,1695,4661,4661,NULL,1849,TASKI swingo 4000,217,TASKI swingo,141,1,TASKI,NULL,Weston Favell Centre,NULL,Northampton,2/17/2017,3.05,3.03,1023,X001,Barts Health NHS Trust,,West Smithfield,EC1A 7BE  ,London,52470,X002,Homerton Hospital,,Homerton Row,E9 6SR    ,London,51.55072521,-0.045546678,200,591,ISS UK,,Albert Drive,GU21 5RW  ,Woking,UK
1799,3X3566050D000500,ISS UK MTR2.5 370,1695,4661,4661,NULL,1849,TASKI swingo 4000,217,TASKI swingo,141,1,TASKI,NULL,Weston Favell Centre,NULL,Northampton,2/18/2017,1.97,1.58,1023,X001,Barts Health NHS Trust,,West Smithfield,EC1A 7BE  ,London,52470,X002,Homerton Hospital,,Homerton Row,E9 6SR    ,London,51.55072521,-0.045546678,200,591,ISS UK,,Albert Drive,GU21 5RW  ,Woking,UK
1799,3X3566050D000500,ISS UK MTR2.5 370,1695,4661,4661,NULL,1849,TASKI swingo 4000,217,TASKI swingo,141,1,TASKI,NULL,Weston Favell Centre,NULL,Northampton,2/19/2017,2.42,2.25,1023,X001,Barts Health NHS Trust,,West Smithfield,EC1A 7BE  ,London,52470,X002,Homerton Hospital,,Homerton Row,E9 6SR    ,London,51.55072521,-0.045546678,200,591,ISS UK,,Albert Drive,GU21 5RW  ,Woking,UK
1799,3X3566050D000500,ISS UK MTR2.5 370,1695,4661,4661,NULL,1849,TASKI swingo 4000,217,TASKI swingo,141,1,TASKI,NULL,Weston Favell Centre,NULL,Northampton,2/20/2017,0.23,0.14,1023,X001,Barts Health NHS Trust,,West Smithfield,EC1A 7BE  ,London,52470,X002,Homerton Hospital,,Homerton Row,E9 6SR    ,London,51.55072521,-0.045546678,200,591,ISS UK,,Albert Drive,GU21 5RW  ,Woking,UK
